v1,v2
ham,i already said that i won't ping you any more on fb (for now). you still had to go offline? :/ 
ham,I (shubham) Have Added u as a Contact on Site2Sms.Com To Send Free Sms Upto 200 Characters Long.-Via Site2Sms.Com 
ham,I (Sandeep Gattani) have added u as a contact on INDYAROCKS.COM to send FREE SMS.To remove from phonebook - sms NO to 09773270001 
ham,indgi me kabi aisa bhi nazara ho. Dil ko mere kisi ne hasrat se pukara ho. chandni raat ho nadi ka kinara ho. Namkeen aapki ho aur quatar humara ho cher 
ham,I (Sandeep Gattani) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to 09773270001 
ham,I (Sahil Jain) have added u as a contact on INDYAROCKS.COM to send FREE SMS.To stop receiving SMS visit dnd.indyarocks.com 
ham,I (Rishi Singhal) have added u as a contact on INDYAROCKS.COM to send FREE SMS.To remove from phonebook - sms NO to 09773270001 
ham,I (Rishi Singhal) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to 09773270001 
ham,i   |\    /9| i3 (3  3(9 i   9i39i   |3  \/9  |3 ¡  9 3) 9  3) 9i 3  9iselect Edit msgdelete 3 n 9 and see!*_* 
ham,I  
ham,I kshitij propose u 4 a lyftym frndsip.Wid full dedication.No complaints  no Demandss..Wt say..?Hapy frndsip day in adv..do reply if u accept my frndsip.?Gn 
ham,hysical education teacher to Santa - J kise da sah band ho jave ta tusi ki karoge ? Santa - Os de nak ch cotton pa k sanskar di tyari karage 
ham,hy were engg students happy after watching 3 idiots?? Ans: Ab delivery doctors nahi engineers karayenge!! One more source of placement after engineering!! 
ham,Zindgi Me Sada Haste RahoHasna Zindgi Ki Zarurat Hai Zindgi Jiyo To Is Andaz MeKi apko Dekh Kar Sabko Lage Zindgi Kitni Khoobsurat hai.kya ho raha hai. 
ham,indgi me jab tumhe koi rasta dikhai na de koi manzil koi dost koi apna dikhai na de then call me mai tumhe EYE SPECIALIST K pas le jaunga  
ham,Yr tune controller kisko diya tha?  
ham,Whew..u scared me! Cmpltly! Dun do dat! 
ham,Hy hpy nw yr. .god bls ya ! Luv ya lots ! :-)  
ham,hy do v fal in luv? Experience ki kami.. Why do v breakof 4m luv? Patience ki kami.. Then y do v want 2 fal in luv again? Obviously! Dimag ki kami.. 
ham,Hw ws ur viva?  
ham,Hw ws d video?  
ham,hw u doin? xams ovr?  
ham,Hw thotful!:-Dm impresd.:-P 
ham,Hw shud i presume sum tym is defined? Days? If u knew ur gona b busy wid ur coll ppl  y did u bother saying ul talk in sum tym? 
ham,Hw r u? I m misng u a lot;-( 
ham,indgi me Hmesha1 Baat YAAD Rakho. Kbhi kisi ka Dil nhi todna chahye. Qk DiL1hi hota hai . . . . . . . . . .. Todna hi h to uski HADDIYA todo 206 hoti h;- 
ham,Hw r u comin? Raf ka kya scene hai?  
ham,Hw r u comin?  
ham,Where?  
ham,Hw mch cn sm1 love? A man suffrin frm brain tumour died. His wyf opnd his cupboard n found sm tablets wd a lettr take thm dear.U catch cold easily when u cry 
ham,Hw lng? 
ham,hw is robotcs n teasng goin on? 
ham,Hw cn d protest be over!! It ws decided 2 boycott midsems nd no cls to take place. Nxt cls nd paper 2 be given in DCE.  
ham,Hw 
ham,Hve u atended phy workshop 
ham,Hv a safe journey:-) enjoy urslf.. Tk cr. 
ham,indgi Me 2Logo Ka Bahut Khyal Rakhna: 1) Jisne Tumhari JEET Ke Liye Sab Kuch Haara Ho... 2) Jisne Khud Ko Haar Kar TUMHE Jeeta Ho... 
ham,hv a nice clas. n plz dont do anything wrong. tc :* 
ham,Hv a lvly morning....!! 
ham,Huz in clas? Regular stdiez on or smthn?!? 
ham,HUTCH k CEO ne mujse chalenge kr k kaha agr tum mere beti ko ptalo to apna naam badal dunga . . phir kya hua? . Hona kya tha . Hutch is now Vodafone! Hmse Pnga  
ham,HUSBAND's CUTE LOVE QUOTE ABT HIS WIFE: . . . My child too startd 2 walk wthout my support bt my wife stil wants 2 hold my hand while walking...n i luv it..gn 
ham,HUSBAND:Sir meri wife kho gai hai  POSTMAN:Ye post office hai  police station nahi HUSBAND: oh sorry.! Sala khushi k mare kaha jau  kuch samajh me nahi aata 
ham,Husband: Mai tumhari roz ki farmaishon se tang aakar suicide kar raha hu. Wife: acha 1 white sari to dila do  13vi pe kya pehnungi.. 
ham,HUSBAND WIFE se bola HATA Lo Apne Chehre Se Ye Zulfe A Jane-E-Tamanna KHUDA Kasam Agli Baar Khane Me Baal AAYA to Sajni se Ghajni bana Dunga...  
ham,Husband To Wife-Tum Meri Zindagi HoOrWIFE-Or KyaTell Me Or KyaWife Shouted-Tell Me Or Kya?Husband-Aur Laanat Hai Aisi Zindagi Pe.... 
ham,HUSBAND to WIFE HATA Lo Apne Chehre Se Ye Zulfe A Jane-E-Tamanna KHUDA Kasam Agli Baar Khane Me Baal AAYA to Sajni se Gajni bana Dunga  
spam,Life is Art is Life  Chivas Studio  is back! Do you know what it is? Is it a  1) Fashion Show 2) Chat Show 3) Music Fest. 4) Art Exhibition ^1/2/3/4 Reply Within 24hrs to know about this amazing collaborative concept.
spam,Hangover Animals Who do you think are more wild in the film 'Hangover'? 1) The animals 2) The boys ^1/2 Reply within 24 hours to get a trailer of the new film 'Hangover2'.
spam,"Guinness Record! World s most pierced women! Can you guess how many piercings she has? 1)	3950 2)	5920 3)	6725 ^1/2/3 Reply within 24 hrs to know the right answer."
spam,Luxurious 2/3 BHK lifestyle Apts at sec 137 Noida.Primelocation on Ex-Way 5 min from Metro  with all amenties  Possn in 30 mths-26 lac onwards. Sms bop to 53030
spam,Jalebee or DK Bose? Help break this tie. We have two contenders for Blyk top song. Vote for your favourite.. 1) Jalebee Bai 2) Bhag DK Bose ^ 1/ 2 Reply within 24 hours to get a free video clip of the song!
spam,Test for Yuvraj How many Test centuries has Yuvraj Singh scored against England? 1) 1 2) 0 3) 3 4) Not yet off the mark ^1/2/3/4 Reply within 24 hrs to get a video clip.
spam,Harry Potter... How is Harry Potter & the Prisoner of Azkaban  the 3rd part in the Harry Potter series  different from all other Harry Potter movies? 1) Dragons die 2) Prisoners escape 3) No one gets killed ^1/ 2/ 3 Reply for FREE within 24 hours to get a fun fact you can use in party conversation!
spam,IEEE PROJECT 2011   INPLANT TRAINING WWW.JIFFY.IN  P@JIFFYSOLUTIONS.COM MBA MCA Msc BE IT CS ECE EE CHENNAI 27 BRINDAVAN STRET T-NAGAR CALL 9884972020 PONDICHERY
spam,If styling is ur passion then why not make it a profession?Style Quotient Grooming School offers executive MBA in beauty & styling.Know more   SMS WOW to 5616111
spam,Video: Center Fresh What is the name of the bank robber in the attached Center Fresh video?   1) Jai 2) Bajrangi 3) Veeru ^1/2/3 Choose your option and win mobile phones. *T&C Apply. 
spam,Bhooooooot!! Wanna be spooked? Pick a haunted place... 1) Bhangarh  Rajasthan 2) Dumas Beach  Gujarat 3) Ramoji Film City  Hyderabad 4) Dow-Hill  West Bengal ^1/ 2/ 3/ 4 Reply for FREE to get details on each destination.
spam,LetMeKnowUpdate Marketing Interns required @ Innovative Media Comp Multiple Internships at Vrixx Market Research Internship at SCORG Visio
spam,Woolen Accessories Heavy knit accessories- In or Out? 1) IN 2) OUT 3) Too Warm for Me ^1/2/3 Reply within 24hrs to look stylish this winter.
spam,Temple Of Orchids! Want to know more about this unexplored destination? ^Yes/No All your interactions with Blyk on Aircel are free. 
spam,Escapade Love Adventure Sports? ^Yes/No Answer within 24 hours to get a career tip in adventure sports.
spam,Super IN! 70% of you say that Converse shoes are IN & only 30% of you say it is OUT In or Out  but they sure do look great & are comfy to wear. Missed it for the first time around? Vote again! What do you think  are converse shoes IN or OUT? ^In/Out
spam,End Of An Era! Is Roger Federer s reign over? ^Yes/No Reply within 24 hrs to get a video clip. 
spam,Broken Hearted? Want to break up with your boyfriend/girlfriend  but can't talk about it? Choose a song to convey your emotions! 1) Bhaag DK Bose 2) Jaa Chudail 3) No girlfriend/boyfriend ^1/2 Reply with your option number within 24 hours to get a video.
spam,"Weekend Getaways... Weekend getaways! Choose your destination by choosing the part of India you live in   1)	North  2)	South  3)	East  4)	West 5)	Center ^1/2/3/4/5 All your replies to Blyk on Aircel are free."
spam,Most Acclaimed! There are many talented Indian artists who have won national and international acclaim! Choose one to know more: 1) S.H Raza 2) Tyeb Mehta 3) Vasudev S Gaitonde 4) Anjolie Ela Menon 5) Ram Kumar ^1/2/3/4/5 
spam,Who Are They? Test your comic knowledge: Snowy  Captain Haddock  and Professor Calculus are characters in which famous comic series? 1) Tintin 2) Tinkle 3) Nagraj ^1/2/3 Replies to Blyk on Aircel are always free. 
spam,Guess? What is iCloud? 1) Intelligent Monsoon Clouds 2) Inflight Entertainment Device 3) Virtual Hard Disk  ^1/2/3 Reply within 24 hrs to get the answer.
spam,Medicinal Plants - 2 There are certain plants that can enrich your life... Choose to know more about them: 1) Aloe Vera 2) Eucalyptus 3) Fenugreek ^1/2/3 All your replies to Blyk on AIrcel are free.
spam,Home Workout No time for gym? Get fitter with home cardio exercises. 1) Cross Country Skiers 2) Mountain Climbers 3) Hopscotch Drill ^1/2/3 All your replies to Blyk on Aircel are free.
spam,How Many Shades? See the attached video and tell us how many Fastrack sunglasses does the model change? Guess & win a pair. ^Your answer
spam,New Shows! Two big entertainment shows to hit your TV screens this week! Choose the option you are more interested in: 1) Music 2) Dance ^1/2 Reply to get telecast details and show info.
spam,Riders On The Storm Can Jenson Button catch up with Sebastian Vettel this season? ^Yes/No Reply within 24 hrs to get a video clip. 
spam,Career Tip Do you often have the urge to cut or style yours or someone else s hair? ^Yes/No All your replies to Blyk on Aircel are free.
spam,Live Concert! Them Clones  one of India's most promising rock music bands  are coming to play in your city  live! Want a clip of their brand new video and concert details? ^YES Reply within 24 hours to get a video 
spam,New Game A classic game you used to play in your school notebooks is now on your mobile phone! Want more details? ^YES Reply to get a download link from Blyk on Aircel.
spam,Hot or Not? What do you think  are drop crotch pants hot or not? ^H/N All your interactions with Blyk on Aircel are free
spam,Deadly Widow! Which female spider eats it's mate? Choose from the option: 1) Slater-eating 2) Black Widow 3) Tarantula ^1/2/3 All your replies to Blyk on Aircel are free. 
spam,Who's Hotter? Which actor from the forthcoming film 'Zindagi Na Milegi Dobara' do you think is the hottest? 1) Farhan Akhtar 2) Hrithik Roshan 3) Abhay Deol ^1/2/3 Reply to this Blyk-O-Poll to find out who gets the most votes!
spam,Nail Talk Want to know the secret of healthy  strong & shiny nails? ^Yes/No Reply within 24 hrs to get nail care tips.
spam,New Music! The latest  hottest dance music album  'Ultimate Dance 2011'  has released! Want a sample? ^YES Reply to get a music clip. Replies to Blyk on Aircel are always free.
spam,Chikni Chameli Who s the item girl in the song  Chikni Chameli  from Agneepath? 1) Kareena 2) Katrina 3) Malaika ^1/ 2/ 3 Reply within 24 hrs to know who Chikni Chameli is.
spam,Eco-Protectors Want to play a part in saving the environment? ^Yes/No Reply within 24hrs to learn how to save energy while using computers.
spam,Crisp Or Chilled? Refresh your taste buds with healthy and delicious fruit recipes! Choose the one you want to try: 1) Strawberry Crisp 2) Chilled Oranges ^1/2
spam,Window-Pains For Prior? Matt Prior smashed a window because he was run-out! Want to know more? ^Yes/No All your replies to Blyk on Aircel are free.
spam,X-Effects! Cool special effects and make-up in the new film  'XMen: First Class'! Choose a mutant character to see what they look like  after they transform: 1) Mystique 2) Beast 3) Azazel 4) Emma Frost ^1/2/3/4 Reply within 24 hours to get a photo. 
spam,Fair Play? Should Shahid Afridi be allowed to play in county cricket? ^Yes/No Reply within 24 hrs to get a video. 
spam,Event Alert! Harley Rock Riders comes to Delhi  tonight! Want to know more? ^Yes Reply within 24 hrs for more info.
spam,Medicinal Plants - 1 There are certain plants that can enrich your life... Choose to know more about them: 1) Tulsi 2) Neem ^1/2 All your replies to Blyk on AIrcel are free.
spam,H-D Musical Event Can you guess the name of Harley-Davidson's Mega Music event in India? 1) Rock Riders 2) Roadies 3) Indian Idol ^1/2/3 Reply within 24 hrs to get a video.
spam,The Rockstar! Which Salman do you like the most? Choose from the options: 1) Tere Naam 2) Veer 3) Dabangg ^1/2/3 All your interactions with Blyk on Aircel are free.
spam,King Of Clay Is Rafael Nadal the greatest clay court player? ^Yes/No Reply within 24 hrs to get a video. 
spam,Video - Spanish GP Sebastian Vettel won the Spanish GP on Sunday. How many wins does he have this F1 season? 1) Three 2) Four 3) Five ^1/2/3 Reply within 24 hrs to get a video of his win.
spam,ZIG TECH & other new Shoes for men and women.New Range of Track suits   Sweaters & sweatshirts @ Reebok Store   The Arcade   Kazi road.
spam,Your wait is over! Releasing limited Golf Plots on X-way Noida by reputed developer. 150Sq yd onward. For priority booking.  sms WA to 56677.
spam,www.FullOnSms.com is here!- Save ur mobile BILLS- Send & Schedule UNLIMITED sms for FREE- Also Send DIWALI greetings & watch VIDEOS.All this for FREE
spam,Rs444 ka Full talktime Rs444 ke recharge pe! Talktime validity-30din   sabhi calls ke liye manya. Balance ke liye call keejiye *123*5#(muft). Offer 07-Feb-10 tak
spam,Rs444 ka Full talktime Rs444 ke recharge pe! Talktime validity-30din   sabhi calls ke liye manya. Balance ke liye call keejiye *123*5#(muft). Offer 15-Jan-10 tak
spam,Rs350 mein Rs350 ka talktime! Rs317.32 ka talktime aseemit samay aur Rs32.68 ka STD talktime 30 din ke liye manya. STD balance jaaniye *123*2#(toll-free) par.
spam,Rs34 ka talktime Rs17 mein. Paayein Rs13.41 recharge karte hi aur baki Rs20.59 recharge ke  48 ghante mein. Offer ek  recharge ke liye   sirf aaj ke liye manya.
spam,Rs33 ke EasyCharge par paayein Rs27.92 turant+Rs38.08 ka talktime 48 ghante mein+100 local airtel mins 30din ke liye. Offer ek recharge pe  aaj ke liye manya.
spam,Rs33 ke EasyCharge par paayein Rs27.92 turant+Rs38.08 ka talktime 48 ghante mein+100 local airtel mins 30din ke liye. Offer ek recharge pe   aaj ke liye manya.
spam,Rs3000 off on treatment for Hairloss  Skin diseases  Asthma  Allergies  Obesity etc.Homeopathy @ Dr.Batras assures Safe cure. sms CURE to 58888 fr an appointment
spam,Mobile Gaming This football game needs fast fingers  not feet to play! Are you ready? ^Yes/No Replies to Blyk on Aircel are always free.
spam,Rs299ke recharge par full talktime! Recharge par Rs271.07 aur Rs 27.93 ka talktime 48 ghante mein. Talktime 20 din ke liye calls par manya. Offer 23-Feb-11 tak.
spam,Rs275 ka Full Talktime Rs275 ke recharge pe! Talktime ki validity 21din   sabhi calls ke liye manya. Balance ke liye dial karein *123*5#(muft). Offer 31-Jan tak.
spam,Last year some Frankfinnians started with a salary of Rs 1.26 lacs pm. This year it could be U. For details   SMS FFN to 5616111
spam,Rs250 ke recharge par Rs250 ka Full Talktime! Yeh talktime 30 din ke liye valid hai. Talktime sabhi Local   STD   ISD call ke liye manya.
spam,Rs25 mein Rs25 ka full talktime! Recharge karte hi paayein Rs19.67 aur baki Rs5.33 ka talktime 48 ghante mein. Offer 28-Feb-11 tak manya.
spam,Rs25 mein Rs25 ka full talktime! Recharge karte hi paayein Rs19.67 aur baki Rs5.33 ka talktime 48 ghante mein. Offer 22-Feb-11 tak manya.
spam,Rs224 ke recharge par full talktime! Recharge par Rs203.08 aur Rs 20.92 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 5-Jan-11 tak
spam,Rs224 ke recharge par full talktime! Recharge par Rs203.08 aur Rs 20.92 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 12-Jan-11 tak
spam,Rs20 ke paper recharge mein full talktime. Talktime sabhi ISD   Local aur STD calls ke liye 2 din tak manya. Balance talktime jaanne ke liye dial karein *123*5#.
spam,Rs153 ke recharge par full talktime! Recharge par Rs136.71 aur Rs 16.29 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 30-Nov-10 tak
spam,Blackberry's New Launch Blackberry s new talk of the town! Want to know what's buzzing the gadget world? ^Yes/No All your replies to Blyk on Aircel are free. 
spam,Rs153 ke recharge par full talktime! Recharge par Rs136.71 aur Rs 16.29 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 15-Dec-10 tak
spam,Rs153 ke recharge par full talktime! Recharge par Rs136.71 aur Rs 16.29 ka talktime 48 ghante mein. Talktime 30 din ke liye calls par manya. Offer 10-Nov-10 tak
spam,Rs111 ka Full talktime Rs111 ke recharge par! Yeh talktime Local  STD aur ISD calls ke liye 11 din tak manya hai. Balance ke liye call *123*5# (toll-free)
spam,www.EaseMyTrip.in Lowest Fare Challenge Book Ticket 7 Days Advance and get upto 65% OFF USE PROMO CODE AIR345 TO SAVE UPTO Rs.1000/- on Air Ticket E
spam,Rs1000/- off on Treatment for Hairloss  Skin disease  Asthma  Allergies  obesity etc.Homeopathy assures fast  safe cure.sms MEDI to 58888 NOW.
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9311-970-970
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9311-960-960
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-920-920
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-255-556
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9310-130-729
spam,French Miss! Who won the French Open women s singles crown in 2008? 1) Maria Sharapova 2) Ana Ivanovic 3) Serena Williams ^1/2/3 Reply to get a video clip. 
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-744-744
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-677-677
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-522-522
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-471-471
spam,www.EaseMyTrip.in
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-433-433
spam,Rs 99 for 1 mth Aerobics Classes worth Rs 2000 @ Talents Dance Academy / Rs 50 for Gift Voucher worth Rs 500 at IamMyDesigner.com. Visit www.snapdeal.com
spam,Rs 88 SMS pack ke recharge par paiyen poore 21000 Local & National  SMS (Max 700/day). Validity 30 days.
spam,Rs 3101 off on latest 12.2 MP Kodak Digital Camera with 3X optical zoom. Sleek n Compact design   available in 3 attractive colours-Red   Black n White. Also get assured MYSTERY GIFTworth Rs5000.Offer open only to respondents of this message. For details sms SCAD to 52424.TnC apply
spam,Rs 2999 for Unlimited IMFL & Food on Christmas for Couples @ RubyTuesday / Salon Care @ Rs 175 (Noida) / 94% on Alternative Therapies. Visit www.snapdeal.com
spam,Eat Good  Feel Good! Don t feel like wasting your Sunday in the kitchen? Choose one of these tasty healthy salads: 1) Apple Chicken Salad 2) Corn Salad ^1/2 Reply to get the recipe.
spam,Rs 299 for dark chocolates worth Rs 690 from Kanny Chocolates / Rs 349 for Massage   Facial & more worth Rs 4250 @ Looks Essencia. Visit www.snapdeal.com
spam,Rs 250 for Dental Services worth Rs 2150 @ Dental Spa / 86% off Facials @ Eleganza/ Rs 165 for MoneySaverPrime Card worth Rs 2999. Visit www.snapdeal.com
spam,Rs 165 for Unlimited Biryani @ Pure Punjabi / 83% off Strength Gym & Spa/ Rs 50 for 2 gift vouchers worth Rs 500 on Tradus.in. Visit www.snapdeal.com
spam,Rs 165 for salon services @ Hair Craft / 97% off for 15 days @ Elemention Gym / Rs 1149 for Rafting Trip with Wanderlust worth Rs 2400. www.snapdeal.com
spam,Rozana Gold jeetne ka mauka! Kismat aazmane ke liye bhejein WIN   58888 par (Rs3/SMS) aur aap jeet sakte hain Rs125000 tak ka Gold. Contest 20-Nov-09 tak manya.
spam,Would you like to get free navigation forever and maps for 75 countries to your Nokia phone? Learn more and install now from www.nokia.mobi/maps/mn
spam,row your Height 1- 4 inches. World Famous (JAPANI OKA Technology). 3 Months Money Back. Price only Rs.799/- Home Delivery. Call 9818543208 www.heighter.co
spam,We are specialist in placing people in BPOs & hv al the major client.Hiring 4 collection/cce/tse 4 top 10 Bpos with good sal+inc.DAYSHIFT av.Tanvi/9953921288
spam,Roti/Kapda/Ecovillage aur Car *Free Car wid flat in Ecovillage I  II&amp
spam,Roti Kapda aur Eco Village Noida Extn*1BHK10.4Lacs al inclusve*2BHK14.5Lacs al inclusve*8min 4m Fortis/metro statn*Possesn20mths*Max disc Sms SHOME To 567670
spam,Blyk Picks! They're funky  funny  and naughty! Here are some current Hindi tracks from Blyk's Top 'Tapori' song list...pick the one you want to listen to: 1) Chicken Fry Remix 2) Dhinka Chika 3) Bhaag D.K.Bose ^1/2/3 Reply with your option number to get a video clip.
spam,Roti Kapda aur Eco Village Noida Extn *1BHK9.8Lacs al inclusve *2BHK14.5Lacs al inclusve *8min 4m Fortis/metro statn *Possesn15mths *Max disc Call:981867881
spam,Roti   Kapda aur Eco Village-2 by Supertech Noida Extn. 1/2/3/4 BHK Appts Best Location   Best Price   Nimbus Realtors   sms (NIMBUS to 54545)
spam,Roti   Kapda aur Eco Village-2 by Supertech Noida Extn. 1/2/3/4 BHK Appts Best Location   Best Price   Nimbus Realtors 7838359609  sms (NIMBUS to 54545)
spam,ros Group presents New Residential Project *2/3 BHK @ Noida Ext from 16.34 lac onwards For Pre Booking Call N.S.Associates @931396069
spam,ROPERTIES SELL & PURCHES PLOT FLAT KOTHIS Ansal A P I GOLF CITY LUCKNOW ANSAL U P S I D C TRONICA CITY LONI GRETAR NOIDA YAMUNA EXPRESSWY BEST INVESTMENT [ Please Contact Abhishek Kumar 9871025744 Future Properties 
spam,roperties In Gurgaon IREO Victory Valley/2400-6000sqft/1.7-4Cr Unitech Exquisite/2400sqft/1.45Cr Unitech Harmony/1795sqft/1.1Cr Show Flat Ready 987378190
spam,Worried about where to study?  US  UK  Canada  Germany or Singapore? SMS  EGE to 56161 for guidance by experts based in India and abroad.
spam,rohini delhi-85.01147621151/52/53/54/58/60/61/ 9911103333 9911493333 9891063333 9990973333 9911523333 9911853333 9911573333
spam,Rocking Offer.. Launching Soon. Get Inaugural discount of Rs.250/-on Premium Resi Project@Sec-112  Gurgaon Dwarka Xprsway. sms RH to 54999. www.rexhome.in
spam,Roaming pe incoming 60p/min par   outgoing par 60% ki bachat sirf Rs99 mein. Aur Delhi se ki gayi local/STD 1p/sec par. Jaankari ke liye bhejiye ROAMING 121 pe.
spam,Milestone Man! Which player holds the record of winning the most number of ATP World Tour Finals? 1) Pete Sampras 2) Roger Federer 3) Ivan Lendl ^1/ 2/ 3 Reply within 24 hrs to get a video FREE from Blyk on Aircel.
spam,"Shinning Stars Who shines brighter? 1)	Sonam Kapoor 2)	Aishwarya Rai ^1/2 All your interactions with Blyk on Aircel are free. "
spam,ROAMING AT LOCAL RATES! Pay Enrollment Fee Rs98 to Retailer-Get OG Roaming rates A2A-60p  A2O-80p & IC-60p for 1Yr.Rates in Home network:all A2A 50p & A2O 60p
spam,rn. for more detail call me now.9910250794 and get wonderful kit and gift.
spam,RMS Group presents Luxury Living & Quality Lifestyle   from Rs.21L SIGNATURE RESIDENCY Tronica City  12km from DU Metro  2/3/4 BHK with Club  Swim &Gym  M-7838222305
spam,RK Singh from Agra had won Mobile Phone in last match. U could also be the one winning an iPod today. Dial 544333 (49Rs/Mnt)
spam,RIVER VIEW VILLAS&LUXURIOUS 1/2/3 BHK APPRTMNTS WID WORLD CLASS AMMENITIES IN HERITAGE AREA OF NORTH GOA.READY TO MOVE IN. Sms BIL to 54545 WWW.BULLIONLTD.COM
spam,RIVER VIEW VILLAS & LUXURIUS 1/2/3 BHK APPARTTS WID WORLD CLASS AMMENITIES IN HERITAGE AREA OF NORTH GOA.READY TO MOVE IN. SMS BIL TO 54545 WWW.BULLIONLTD.COM
spam,RituWears brings Rakhi Special Offers   flat 50% off on Home section and many Apparels   DINNER SET 28 pcs Rs.999/- only   Offers valid till 24/8/10. T&C apply.
spam,Worried about Aptitude Test and GD/PI for Campus Placement? Register for Campus Express. New Batch starting soon. CAREER LAUNCHER. Ph.:0281-2585573 99983180005
spam,Rising Star: Rohit Ferro (NSE/BSE) CMP 50 TRGT 80+  EPS 8  PE 6  Dividend 5%. Stock ready to soar. We recommend BUY with a SL 46
spam,Rishte hote hai khass   janne in rishto k piche ka razz .Sms FLAMES <ur name> <ur frnds name> to 53536.Chrgs Rs 3/sms. Reliance
spam,Europe s Best Which team has won the Europa League (previously called the UEFA Cup) this season? 1) FC Porto 2) Tottenham Hotspur 3) Ajax  Amsterdam ^1/2/3 All your replies to Blyk on Aircel are always free. 
spam,ring home the funny and action filled Disney DVD of G-Force. Available in stores now. For a 20% discount and free home delivery call up 022-6799-679
spam,rime residence plots on Yamuna x-way in world class township.153/207sqyd fm 23.5lac on DP.Bkng 2lac. Near intl racing track. Ltd available. SMS IA to 5616
spam,riginal Booking - AFFORDABLE Apartments in GURGAON.Budget Rs. 60 Lacs to Rs 1 CR.Various Options Available.Reputed Builders.3 Yrs Possession.Call 8800418896
spam,RICKET&CRICKET. Dial *567*877# and get updates for all INDIA & international matches. Pay only for match days. Rs5/day for oneday&T20 and Rs3/Test match da
spam,Revise your income tax return the easy way Vidya Balan avoids sleeveless tops for The Dirty Picture For more news visit www.oneindia.in
spam,Retail Shop& Off Space Available On Golf Course Extn Rd Sec70A GURGAON 2Km from NH8 Metro Connectivity Extensive Landscaping wd Water Bodies SMS GMR TO 56161
spam,Retail Shop& Off Space Available On Golf Course Extn Rd Sec70A GGN 2 Km From NH8 Metro Connectivity Extensive Landscaping wd Water Bodies. sms AC to 53456
spam,Retail shop Rs 21.5Lac
spam,WORLD-CUP BONANZA! Get Airtel digitalTV with FREE Home Delivery & Installation +4 Month Subscription +Rs250 Cashback @ONLY Rs1590! Reply DTH for more info
spam,Residential plots in DADRI ROAD  near Exp way @ Only Rs.18000/sq.yd.Sizes 100 sq.yd onwards. Ltd plots available. For query. Call@:- 9582969635
spam,Re-Style Bored of your old shoes? Choose how you want to re-style them: 1) Paint Art 2) Funky Laces 3) Buckles ^1/2/3  Reply to get some re-styling tips.
spam,RESIDENTIAL PLOTS @ 15 LACS onwards -on Yamuna X-Way NOIDA -Near Formula 1 Racing Track & Night Safari -Interst Free Instalmnts SMS INV to 56677
spam,Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal  plots size 90 112 162 200 300 351 400sq.mtr  rate 5000@sq.mtr call on 9540953305
spam,Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal  plots size 90 112 162 200 300 351 400sq.mtr  rate 5000@sq.mtr call on 9540953304
spam,Residential Plot @ Rs.330/sqft   Villa @ Rs.12lac   Flats @ Rs.18lac. Gated Amenities. Contact:080 40593333   9620873563 and 9035353999. www.nbrdevelopers.com
spam,Required:Confident & Skilled TELECALLERS-40 for AVIS INFOTECH in West Patel Nagar Opp metro pillar 229 Sal:Rs7000-12000 +Incentives Call 4 Job: 9654984987
